Task,GUI Info for Filtering,GUI Info for Boosting,GUI Info for Query Expansion,GUI Info for Query Replacement,Number of Screens,Number of Identified Bugs,Number of identified buggy files,Hit@10,Number of hits@10
Boosting,NO,Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,2,80,142,0.7,56
Boosting,NO,Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,3,80,142,0.7375,59
Boosting,NO,Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,4,80,142,0.7125,57
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,2,80,142,0.75,60
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,3,80,142,0.775,62
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,4,80,142,0.7625,61
Boosting,NO,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,2,80,142,0.725,58
Boosting,NO,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,3,80,142,0.725,58
Boosting,NO,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,4,80,142,0.725,58
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,2,80,142,0.725,58
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,3,80,142,0.725,58
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,4,80,142,0.725,58
Boosting,NO,GUI_States,GUI_State_and_Interacted_GUI_Component_IDs,None,2,80,142,0.775,62
Boosting,NO,GUI_States,GUI_State_and_Interacted_GUI_Component_IDs,None,3,80,142,0.775,62
Boosting,NO,GUI_States,GUI_State_and_Interacted_GUI_Component_IDs,None,4,80,142,0.775,62
Boosting,NO,Interacted_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,2,80,142,0.7,56
Boosting,NO,Interacted_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,3,80,142,0.725,58
Boosting,NO,Interacted_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,4,80,142,0.7,56
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,2,80,142,0.75,60
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,3,80,142,0.7625,61
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,4,80,142,0.7625,61
Boosting,NO,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,2,80,142,0.725,58
Boosting,NO,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,3,80,142,0.7375,59
Boosting,NO,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,4,80,142,0.725,58
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,2,80,142,0.725,58
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,3,80,142,0.7375,59
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,4,80,142,0.725,58
Boosting,NO,GUI_States,All_GUI_Component_IDs,None,2,80,142,0.8,64
Boosting,NO,GUI_States,All_GUI_Component_IDs,None,3,80,142,0.7875,63
Boosting,NO,GUI_States,All_GUI_Component_IDs,None,4,80,142,0.7875,63
Boosting,NO,Interacted_GUI_Component_IDs,All_GUI_Component_IDs,None,2,80,142,0.7375,59
Boosting,NO,Interacted_GUI_Component_IDs,All_GUI_Component_IDs,None,3,80,142,0.75,60
Boosting,NO,Interacted_GUI_Component_IDs,All_GUI_Component_IDs,None,4,80,142,0.7375,59
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,All_GUI_Component_IDs,None,2,80,142,0.775,62
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,All_GUI_Component_IDs,None,3,80,142,0.7875,63
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,All_GUI_Component_IDs,None,4,80,142,0.7625,61
Boosting,NO,All_GUI_Component_IDs,All_GUI_Component_IDs,None,2,80,142,0.8,64
Boosting,NO,All_GUI_Component_IDs,All_GUI_Component_IDs,None,3,80,142,0.7625,61
Boosting,NO,All_GUI_Component_IDs,All_GUI_Component_IDs,None,4,80,142,0.775,62
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,2,80,142,0.8,64
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,3,80,142,0.7625,61
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,4,80,142,0.775,62
Boosting,NO,GUI_States,GUI_State_and_All_GUI_Component_IDs,None,2,80,142,0.7875,63
Boosting,NO,GUI_States,GUI_State_and_All_GUI_Component_IDs,None,3,80,142,0.7875,63
Boosting,NO,GUI_States,GUI_State_and_All_GUI_Component_IDs,None,4,80,142,0.7875,63
Boosting,NO,Interacted_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,2,80,142,0.7375,59
Boosting,NO,Interacted_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,3,80,142,0.75,60
Boosting,NO,Interacted_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,4,80,142,0.7375,59
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,2,80,142,0.775,62
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,3,80,142,0.7875,63
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,4,80,142,0.7625,61
Boosting,NO,All_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,2,80,142,0.7875,63
Boosting,NO,All_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,3,80,142,0.7625,61
Boosting,NO,All_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,4,80,142,0.75,60
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,2,80,142,0.7875,63
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,3,80,142,0.7625,61
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,4,80,142,0.75,60
Boosting,NO,GUI_States,None,GUI_States,2,67,121,0.5,40
Boosting,NO,GUI_States,None,GUI_States,3,67,121,0.5125,41
Boosting,NO,GUI_States,None,GUI_States,4,67,121,0.5375,43
Boosting,NO,Interacted_GUI_Component_IDs,None,GUI_States,2,67,121,0.425,34
Boosting,NO,Interacted_GUI_Component_IDs,None,GUI_States,3,67,121,0.5,40
Boosting,NO,Interacted_GUI_Component_IDs,None,GUI_States,4,67,121,0.5125,41
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_States,2,67,121,0.5125,41
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_States,3,67,121,0.5625,45
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_States,4,67,121,0.5625,45
Boosting,NO,All_GUI_Component_IDs,None,GUI_States,2,67,121,0.4625,37
Boosting,NO,All_GUI_Component_IDs,None,GUI_States,3,67,121,0.4375,35
Boosting,NO,All_GUI_Component_IDs,None,GUI_States,4,67,121,0.4375,35
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,GUI_States,2,67,121,0.4625,37
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,GUI_States,3,67,121,0.4375,35
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,GUI_States,4,67,121,0.4375,35
Boosting,NO,GUI_States,None,Interacted_GUI_Component_IDs,2,57,98,0.4625,37
Boosting,NO,GUI_States,None,Interacted_GUI_Component_IDs,3,72,131,0.6125,49
Boosting,NO,GUI_States,None,Interacted_GUI_Component_IDs,4,77,138,0.6375,51
Boosting,NO,Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,2,57,98,0.35,28
Boosting,NO,Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,3,72,131,0.5125,41
Boosting,NO,Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,4,77,138,0.525,42
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,2,57,98,0.45,36
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,3,72,131,0.6125,49
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,4,77,138,0.625,50
Boosting,NO,All_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,2,57,98,0.3,24
Boosting,NO,All_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,3,72,131,0.4875,39
Boosting,NO,All_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,4,77,138,0.5,40
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,2,57,98,0.3,24
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,3,72,131,0.4875,39
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,4,77,138,0.5125,41
Boosting,NO,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,2,77,139,0.5875,47
Boosting,NO,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,3,79,141,0.6375,51
Boosting,NO,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,4,80,142,0.675,54
Boosting,NO,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,2,77,139,0.5,40
Boosting,NO,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,3,79,141,0.6125,49
Boosting,NO,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,4,80,142,0.6625,53
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,2,77,139,0.6,48
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,3,79,141,0.675,54
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,4,80,142,0.675,54
Boosting,NO,All_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,2,77,139,0.5375,43
Boosting,NO,All_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,3,79,141,0.6125,49
Boosting,NO,All_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,4,80,142,0.65,52
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,2,77,139,0.5375,43
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,3,79,141,0.6125,49
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,4,80,142,0.65,52
Boosting,NO,GUI_States,None,All_GUI_Component_IDs,2,80,142,0.75,60
Boosting,NO,GUI_States,None,All_GUI_Component_IDs,3,80,142,0.7875,63
Boosting,NO,GUI_States,None,All_GUI_Component_IDs,4,80,142,0.7375,59
Boosting,NO,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,2,80,142,0.7,56
Boosting,NO,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,3,80,142,0.725,58
Boosting,NO,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,4,80,142,0.7,56
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,2,80,142,0.7375,59
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,3,80,142,0.7625,61
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,4,80,142,0.7375,59
Boosting,NO,All_GUI_Component_IDs,None,All_GUI_Component_IDs,2,80,142,0.7125,57
Boosting,NO,All_GUI_Component_IDs,None,All_GUI_Component_IDs,3,80,142,0.725,58
Boosting,NO,All_GUI_Component_IDs,None,All_GUI_Component_IDs,4,80,142,0.675,54
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,All_GUI_Component_IDs,2,80,142,0.7125,57
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,All_GUI_Component_IDs,3,80,142,0.725,58
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,All_GUI_Component_IDs,4,80,142,0.675,54
Boosting,NO,GUI_States,None,GUI_State_and_All_GUI_Component_IDs,2,80,142,0.725,58
Boosting,NO,GUI_States,None,GUI_State_and_All_GUI_Component_IDs,3,80,142,0.7375,59
Boosting,NO,GUI_States,None,GUI_State_and_All_GUI_Component_IDs,4,80,142,0.725,58
Boosting,NO,Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,2,80,142,0.7125,57
Boosting,NO,Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,3,80,142,0.725,58
Boosting,NO,Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,4,80,142,0.7,56
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,2,80,142,0.7375,59
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,3,80,142,0.75,60
Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,4,80,142,0.725,58
Boosting,NO,All_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,2,80,142,0.7375,59
Boosting,NO,All_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,3,80,142,0.7625,61
Boosting,NO,All_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,4,80,142,0.7125,57
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,2,80,142,0.7375,59
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,3,80,142,0.7625,61
Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,4,80,142,0.7125,57
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,None,2,37,38,0.4375,35
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,None,2,37,38,0.4125,33
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,None,3,50,62,0.5875,47
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,None,3,50,62,0.575,46
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,None,4,52,65,0.6,48
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,None,4,52,65,0.6,48
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,None,2,80,129,0.775,62
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,None,2,80,129,0.6875,55
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,None,2,80,129,0.75,60
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,None,3,80,130,0.775,62
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,None,3,80,130,0.725,58
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,None,3,80,130,0.775,62
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,None,4,80,130,0.7875,63
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,None,4,80,130,0.7125,57
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,None,4,80,130,0.7625,61
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,None,2,80,129,0.775,62
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,None,2,80,129,0.6875,55
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,None,2,80,129,0.75,60
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,None,2,80,129,0.7,56
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,None,3,80,130,0.775,62
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,None,3,80,130,0.725,58
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,None,3,80,130,0.775,62
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,None,3,80,130,0.7,56
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,None,4,80,131,0.7875,63
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,None,4,80,131,0.7125,57
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,None,4,80,131,0.7625,61
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,None,4,80,131,0.7,56
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,GUI_States,None,2,37,38,0.4375,35
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_States,None,2,37,38,0.425,34
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,GUI_States,None,3,50,62,0.575,46
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_States,None,3,50,62,0.5875,47
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,GUI_States,None,4,52,65,0.6,48
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_States,None,4,52,65,0.6,48
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,GUI_States,None,2,80,129,0.7625,61
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_States,None,2,80,129,0.7,56
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,2,80,129,0.75,60
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,GUI_States,None,3,80,130,0.7625,61
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_States,None,3,80,130,0.7375,59
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,3,80,130,0.7625,61
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,GUI_States,None,4,80,130,0.775,62
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_States,None,4,80,130,0.7125,57
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,4,80,130,0.7625,61
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,GUI_States,None,2,80,129,0.7625,61
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_States,None,2,80,129,0.7,56
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,2,80,129,0.75,60
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,GUI_States,None,2,80,129,0.7375,59
